@ NAME             %06s "SURVEY"
@ TYPE             %06s "SURVEY"
@ TITLE            %08s "no-title"
@ ORIGIN           %18s "5.05.01 Windows 64"
@ DATE             %08s "27/04/20"
@ TIME             %08s "13.33.52"
* NAME               KEYWORD                             S                  L              ANGLE                  X                  Y                  Z              THETA                PHI                PSI         GLOBALTILT    SLOT_ID ASSEMBLY_ID           MECH_SEP              V_POS COMMENTS           
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le         %d         %d                %le                %le %s                 
 "BPM.411605"        "HMONITOR"                 629.1040025               0.25                  0       -2888.255392        2391.154007        4218.623287        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "DRIFT_129"         "DRIFT"                    630.3890025        1.285000018                  0       -2889.532759        2391.081304        4218.503812        -1.66405686     -0.05660822655      0.01062787764      0.01062787764          0          0                  0                  0 ""                 
 "MBG.411608"        "RBEND"                    636.6890193        6.300016764        -0.00799133       -2895.797628         2390.72486         4217.94313       -1.656052708     -0.05660822793      0.01108073891   -0.0002266033581          0          0                  0                  0 ""                 
 "DRIFT_130"         "DRIFT"                    637.2590193       0.5700000364                  0       -2896.364648         2390.69261         4217.89467       -1.656052708     -0.05660822793      0.01108073891      0.01108073891          0          0                  0                  0 ""                 
 "MBG.411622"        "RBEND"                    643.5590361        6.300016764        -0.00799133       -2902.633804        2390.336166        4217.384151       -1.648048557     -0.05660823039       0.0115336002   -0.0002267390888          0          0                  0                  0 ""                 
 "DRIFT_131"         "DRIFT"                    644.1290361       0.5700000364                  0       -2903.201193        2390.303917        4217.340231       -1.648048557     -0.05660823039       0.0115336002       0.0115336002          0          0                  0                  0 ""                 
 "MBG.411636"        "RBEND"                    650.4290529        6.300016764        -0.00799133       -2909.474235        2389.947472        4216.879906       -1.640044406     -0.05660822996      0.01198646149   -0.0002263758041          0          0                  0                  0 ""                 
 "DRIFT_132"         "DRIFT"                    650.9240528       0.4949999182                  0       -2909.967257        2389.919466        4216.845711       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "QTGD.411700"       "QUADRUPOLE"               653.1240528                2.2                  0       -2912.158469        2389.794995         4216.69373       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "DRIFT_133"         "DRIFT"                    653.2840528               0.16                  0        -2912.31783        2389.785942        4216.682677       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "BPM.411705"        "VMONITOR"                 653.5340528               0.25                  0       -2912.566831        2389.771798        4216.665407       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "DRIFT_134"         "DRIFT"                    653.6140528               0.08                  0       -2912.646512        2389.767271         4216.65988       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "MDGV.411706"       "VKICKER"                  654.1620528              0.548                  0       -2913.192323        2389.736267        4216.622023       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "DRIFT_135"         "DRIFT"                    654.8190528       0.6570000182                  0       -2913.846698        2389.699095        4216.576637       -1.640044406     -0.05660822996      0.01198646149      0.01198646149          0          0                  0                  0 ""                 
 "MBG.411708"        "RBEND"                    661.1190696        6.300016764        -0.00799133       -2920.123223        2389.342651        4216.166536       -1.632040255     -0.05660822661      0.01243932277   -0.0002260125112          0          0                  0                  0 ""                 
 "DRIFT_136"         "DRIFT"                    661.6890696       0.5700000364                  0       -2920.691243        2389.310401        4216.131705       -1.632040255     -0.05660822661      0.01243932277      0.01243932277          0          0                  0                  0 ""                 
 "MBG.411722"        "RBEND"                    667.9890864        6.300016764        -0.00799133       -2926.970849        2388.953957        4215.771856       -1.624036103     -0.05660822436      0.01289218402   -0.0002261482336          0          0                  0                  0 ""                 
 "DRIFT_137"         "DRIFT"                    668.5590863       0.5699999364                  0        -2927.53913        2388.921708        4215.741572       -1.624036103     -0.05660822436      0.01289218402      0.01289218402          0          0                  0                  0 ""                 
 "MBG.411736"        "RBEND"                    674.8591031        6.300016764        -0.00799133       -2933.821415        2388.565263        4215.431996       -1.616031952     -0.05660822319      0.01334504526   -0.0002262839783          0          0                  0                  0 ""                 
 "DRIFT_138"         "DRIFT"                    675.3541031       0.4950000182                  0       -2934.315117        2388.537257        4215.409648       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "QTGF.411800"       "QUADRUPOLE"               677.5541031                2.2                  0       -2936.509346        2388.412786        4215.310323       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "DRIFT_139"         "DRIFT"                    678.0441031               0.49                  0       -2936.998061        2388.385062        4215.288201       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "MDGH.411806"       "HKICKER"                  678.5921031              0.548                  0       -2937.544623        2388.354058         4215.26346       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "DRIFT_140"         "DRIFT"                    679.2491031       0.6570000182                  0         -2938.1999        2388.316886        4215.233798       -1.616031952     -0.05660822319      0.01334504526      0.01334504526          0          0                  0                  0 ""                 
 "MBG.411808"        "RBEND"                    685.5491199        6.300016764        -0.00799133       -2944.484462        2387.960442        4214.974516       -1.608027801      -0.0566082231       0.0137979065   -0.0002264197368          0          0                  0                  0 ""                 
 "DRIFT_141"         "DRIFT"                    686.1191199       0.5700000364                  0       -2945.053155        2387.928192        4214.953333       -1.608027801      -0.0566082231       0.0137979065       0.0137979065          0          0                  0                  0 ""                 
 "MBG.411822"        "RBEND"                    692.4191367        6.300016764        -0.00799133       -2951.339591        2387.571748        4214.744361       -1.600023649      -0.0566082241      0.01425076774   -0.0002265555004          0          0                  0                  0 ""                 
 "DRIFT_142"         "DRIFT"                    692.9891366       0.5699999364                  0       -2951.908434        2387.539499        4214.727731       -1.600023649      -0.0566082241      0.01425076774      0.01425076774          0          0                  0                  0 ""                 
 "MBG.411836"        "RBEND"                    699.2891534        6.300016764        -0.00799133       -2958.196342        2387.183054        4214.569083       -1.592019498     -0.05660822618      0.01470362899   -0.0002266912603          0          0                  0                  0 ""                 
 "DRIFT_143"         "DRIFT"                    699.7841534       0.4950000182                  0       -2958.690438        2387.155048        4214.558595       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "QTGF.411900"       "QUADRUPOLE"               701.9841534                2.2                  0       -2960.886419        2387.030577        4214.511983       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "DRIFT_144"         "DRIFT"                    702.1441534               0.16                  0       -2961.046127        2387.021524        4214.508593       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "BPM.411905"        "VMONITOR"                 702.3941534               0.25                  0        -2961.29567         2387.00738        4214.503296       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "DRIFT_145"         "DRIFT"                    702.4741534               0.08                  0       -2961.375524        2387.002853        4214.501601       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "BTV.411906"        "INSTRUMENT"               702.8241534               0.35                  0       -2961.724885        2386.983051        4214.494185       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "DRIFT_146"         "DRIFT"                    703.6791534       0.8550000182                  0       -2962.578323        2386.934677         4214.47607       -1.592019498     -0.05660822618      0.01470362899      0.01470362899          0          0                  0                  0 ""                 
 "MBG.411908"        "RBEND"                    709.9791702        6.300016764        -0.00799133       -2968.867299        2386.578233        4214.367756       -1.584015347     -0.05660822534      0.01515649025   -0.0002263260079          0          0                  0                  0 ""                 
 "DRIFT_147"         "DRIFT"                    710.5491702       0.5700000364                  0       -2969.436336        2386.545983        4214.360233       -1.584015347     -0.05660822534      0.01515649025      0.01515649025          0          0                  0                  0 ""                 
 "MBG.411922"        "RBEND"                     716.849187        6.300016764        -0.00799133       -2975.725977        2386.189539         4214.30226       -1.576011196      -0.0566082216      0.01560935149   -0.0002259627504          0          0                  0                  0 ""                 
 "DRIFT_148"         "DRIFT"                    717.4191869       0.5699999364                  0       -2976.295056         2386.15729        4214.299293       -1.576011196      -0.0566082216      0.01560935149      0.01560935149          0          0                  0                  0 ""                 
 "MBG.411936"        "RBEND"                    723.7192037        6.300016764        -0.00799133        -2982.58496        2385.800845        4214.291664       -1.568007044     -0.05660821894       0.0160622127   -0.0002260975113          0          0                  0                  0 ""                 
 "DRIFT_149"         "DRIFT"                    724.2142037       0.4950000182                  0       -2983.079165        2385.772839        4214.293043       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "QTGF.412000"       "QUADRUPOLE"               726.4142037                2.2                  0       -2985.275633        2385.648368        4214.299169       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "DRIFT_150"         "DRIFT"                    726.5742037               0.16                  0       -2985.435376        2385.639315        4214.299615       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "BPM.412005"        "HMONITOR"                 726.8242037               0.25                  0       -2985.684974        2385.625171        4214.300311       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "DRIFT_151"         "DRIFT"                    728.1092037        1.285000018                  0       -2986.967911        2385.552468         4214.30389       -1.568007044     -0.05660821894       0.0160622127       0.0160622127          0          0                  0                  0 ""                 
 "MBG.412008"        "RBEND"                    734.4092205        6.300016764        -0.00799133       -2993.257674        2385.196024        4214.346606       -1.560002893     -0.05660821737       0.0165150739   -0.0002262332979          0          0                  0                  0 ""                 
 "DRIFT_152"         "DRIFT"                    734.9792205       0.5700000364                  0       -2993.826728        2385.163774        4214.352749       -1.560002893     -0.05660821737       0.0165150739       0.0165150739          0          0                  0                  0 ""                 
 "MBG.412022"        "RBEND"                    741.2792373        6.300016764        -0.00799133       -3000.115948         2384.80733        4214.445808       -1.551998742     -0.05660821687      0.01696793509   -0.0002263681014          0          0                  0                  0 ""                 
 "DRIFT_153"         "DRIFT"                       741.6262       0.3469627182                  0       -3000.462294          2384.7877        4214.452319       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "BTV.412035"        "INSTRUMENT"                  741.9762               0.35                  0       -3000.811671        2384.767898        4214.458887       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "DRIFT_154"         "DRIFT"                     744.249254           2.273054                  0       -3003.080684        2384.639293        4214.501544       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "QTLD.412100"       "QUADRUPOLE"                747.239254               2.99                  0       -3006.065367        2384.470125        4214.557656       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "DRIFT_155"         "DRIFT"                     747.802254              0.563                  0       -3006.627366        2384.438271        4214.568221       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "QTLD.412108"       "QUADRUPOLE"                750.792254               2.99                  0       -3009.612049        2384.269103        4214.624332       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "DRIFT_156"         "DRIFT"                    751.6882456       0.8959916182                  0       -3010.506447         2384.21841        4214.641147       -1.551998742     -0.05660821687      0.01696793509      0.01696793509          0          0                  0                  0 ""                 
 "MBG.412115"        "RBEND"                    757.9882624        6.300016764        -0.00799133       -3016.794721        2383.861965        4214.784542       -1.543994591     -0.05660821745      0.01742079628   -0.0002265039133          0          0                  0                  0 ""                 
 "DRIFT_157"         "DRIFT"                       758.3363       0.3480376182                  0       -3017.142076        2383.842274        4214.793854       -1.543994591     -0.05660821745      0.01742079628      0.01742079628          0          0                  0                  0 ""                 
 "BPM.412128"        "HMONITOR"                    758.5863               0.25                  0       -3017.391586         2383.82813        4214.800543       -1.543994591     -0.05660821745      0.01742079628      0.01742079628          0          0                  0                  0 ""                 
 "DRIFT_158"         "DRIFT"                    760.3942539        1.807953945                  0       -3019.195996        2383.725839        4214.848916       -1.543994591     -0.05660821745      0.01742079628      0.01742079628          0          0                  0                  0 ""                 
 "MBHFD.412133"      "RBEND"                    762.2942541        1.900000111        -0.00118226       -3021.092242        2383.618361        4214.900874       -1.542810615       -0.056587583      0.01748777105      0.01742079628          0          0                  0                  0 ""                 
 "DRIFT_159"         "DRIFT"                    764.3942539        2.099999889                  0       -3023.188059         2383.49959        4214.959543       -1.542810615       -0.056587583      0.01748777105      0.01748777105          0          0                  0                  0 ""                 
 "MBHFD.412141"      "RBEND"                    766.2942541        1.900000111        -0.00118226       -3025.084244        2383.392151        4215.013746       -1.541626642     -0.05656686939      0.01755472124      0.01748777105          0          0                  0                  0 ""                 
 "DRIFT_160"         "DRIFT"                       767.4025        1.108245945                  0       -3026.190247        2383.329494        4215.046017       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "MDSH.412147"       "HKICKER"                     768.1025                0.7                  0        -3026.88883        2383.289918          4215.0664       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_161"         "DRIFT"                       768.6505              0.548                  0       -3027.435721        2383.258936        4215.082357       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "QTLF.412200"       "QUADRUPOLE"                  771.6405               2.99                  0       -3030.419668        2383.089891        4215.169423       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_162"         "DRIFT"                       772.2035              0.563                  0       -3030.981529        2383.058061        4215.185817       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "QTLF.412208"       "QUADRUPOLE"                  775.1935               2.99                  0       -3033.965476        2382.889017        4215.272882       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_163"         "DRIFT"                       775.7565              0.563                  0       -3034.527337        2382.857186        4215.289276       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "QTLF.412215"       "QUADRUPOLE"                  778.7465               2.99                  0       -3037.511284        2382.688142        4215.376342       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_164"         "DRIFT"                       779.1275              0.381                  0       -3037.891513        2382.666601        4215.387436       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "BPM.412221"        "VMONITOR"                    779.3775               0.25                  0       -3038.141007        2382.652467        4215.394716       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_165"         "DRIFT"                       780.1125              0.735                  0       -3038.874519        2382.610913        4215.416118       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "MDSV.412223"       "VKICKER"                     780.8125                0.7                  0       -3039.573102        2382.571337        4215.436501       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_166"         "DRIFT"                       781.3605              0.548                  0       -3040.119993        2382.540355        4215.452458       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "QTSD.412300"       "QUADRUPOLE"                  782.8505               1.49                  0       -3041.606977        2382.456115        4215.495846       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_167"         "DRIFT"                        783.132             0.2815                  0       -3041.887907          2382.4402        4215.504043       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "WINDOW.2"          "MARKER"                       783.132                  0                  0       -3041.887907          2382.4402        4215.504043       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_168"         "DRIFT"                       783.4705             0.3385                  0       -3042.225722        2382.421062        4215.513899       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "QTLD.412305"       "QUADRUPOLE"                  786.4605               2.99                  0        -3045.20967        2382.252017        4215.600965       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_169"         "DRIFT"                       786.8415              0.381                  0       -3045.589899        2382.230477        4215.612059       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "BPM.412311"        "VMONITOR"                    787.0915               0.25                  0       -3045.839393        2382.216343        4215.619339       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_170"         "DRIFT"                       787.2155              0.124                  0       -3045.963142        2382.209332         4215.62295       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "LASER.1"           "QUADRUPOLE"                  787.7155                0.5                  0       -3046.462129        2382.181064        4215.637509       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_171"         "DRIFT"                       790.6705              2.955                  0       -3049.411148        2382.013998        4215.723555       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "BPM.412319"        "MONITOR"                     790.9205               0.25                  0       -3049.660642        2381.999864        4215.730835       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_172"         "DRIFT"                    793.2956999        2.375199945                  0       -3052.031034        2381.865578        4215.799998       -1.541626642     -0.05656686939      0.01755472124      0.01755472124          0          0                  0                  0 ""                 
 "MBHFD.412324"      "RBEND"                    795.1957001        1.900000111         0.00118228       -3053.927219        2381.758138        4215.854202       -1.542810635     -0.05658758335      0.01748776992      0.01755472124          0          0                  0                  0 ""                 
 "DRIFT_173"         "DRIFT"                    796.0524999       0.8567998893                  0       -3054.782313         2381.70968        4215.878138       -1.542810635     -0.05658758335      0.01748776992      0.01748776992          0          0                  0                  0 ""                 
 "MBHFD.412330"      "RBEND"                    797.9525001        1.900000111         0.00118228       -3056.678559        2381.602201        4215.930097       -1.543994631     -0.05660821815      0.01742079401      0.01748776992          0          0                  0                  0 ""                 
 "DRIFT_174"         "DRIFT"                       798.6465       0.6939999447                  0       -3057.371198        2381.562936        4215.948665       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "MDSV.412335"       "VKICKER"                     799.3465                0.7                  0       -3058.069826        2381.523332        4215.967394       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_175"         "DRIFT"                       799.9515              0.605                  0        -3058.67364        2381.489102        4215.983581       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "MDSH.412338"       "HKICKER"                     800.6515                0.7                  0       -3059.372268        2381.449497         4216.00231       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_176"         "DRIFT"                       801.0185              0.367                  0       -3059.738548        2381.428733        4216.012129       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "BPM.412339"        "MONITOR"                     801.2665              0.248                  0       -3059.986062        2381.414702        4216.018764       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_177"         "DRIFT"                       801.3965               0.13                  0       -3060.115807        2381.407347        4216.022243       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "BCTF.412340"       "INSTRUMENT"                  801.8795              0.483                  0        -3060.59786         2381.38002        4216.035166       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_178"         "DRIFT"                       806.1705              4.291                  0       -3064.880448        2381.137243        4216.149974       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "BTV.412350"        "INSTRUMENT"                  806.5205               0.35                  0       -3065.229762        2381.117441        4216.159338       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_179"         "DRIFT"                       807.3165              0.796                  0       -3066.024202        2381.072405        4216.180636       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "BPM.412352"        "MONITOR"                     807.5645              0.248                  0       -3066.271715        2381.058374        4216.187271       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_180"         "DRIFT"                       807.6485              0.084                  0       -3066.355551        2381.053621        4216.189518       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "BTV.412353"        "INSTRUMENT"                  807.9985               0.35                  0       -3066.704865        2381.033819        4216.198883       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_181"         "DRIFT"                       808.3955              0.397                  0       -3067.101086        2381.011357        4216.209505       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "PLASMA.E"          "MARKER"                      808.3955                  0                  0       -3067.101086        2381.011357        4216.209505       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_182"         "DRIFT"                       809.2455               0.85                  0        -3067.94942        2380.963266        4216.232247       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "IRIS1"             "MARKER"                      809.2455                  0                  0        -3067.94942        2380.963266        4216.232247       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_183"         "DRIFT"                       809.2955               0.05                  0       -3067.999322        2380.960437        4216.233585       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "PLASMA_MERGE"      "MARKER"                      809.2955                  0                  0       -3067.999322        2380.960437        4216.233585       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_184"         "DRIFT"                       809.3955                0.1                  0       -3068.099126        2380.954779         4216.23626       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "PLASMA.412402"     "MONITOR"                     819.3955                 10                  0       -3078.079522           2380.389        4216.503816       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_185"         "DRIFT"                       819.5455               0.15                  0       -3078.229228        2380.380513        4216.507829       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "IRIS2"             "MARKER"                      819.5455                  0                  0       -3078.229228        2380.380513        4216.507829       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_186"         "DRIFT"                       820.3955               0.85                  0       -3079.077562        2380.332422        4216.530572       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "PLASMA.S"          "MARKER"                      820.3955                  0                  0       -3079.077562        2380.332422        4216.530572       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_187"         "DRIFT"                       820.8645              0.469                  0       -3079.545642        2380.305887         4216.54312       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "BPM.412425"        "MONITOR"                     821.1125              0.248                  0       -3079.793156        2380.291855        4216.549755       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_188"         "DRIFT"                       821.1965              0.084                  0       -3079.876991        2380.287103        4216.552003       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "BTV.412426"        "INSTRUMENT"                  821.5465               0.35                  0       -3080.226305          2380.2673        4216.561367       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_189"         "DRIFT"                       821.6835              0.137                  0       -3080.363037        2380.259549        4216.565033       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "TABLE.1"           "MONITOR"                     823.6835                  2                  0       -3082.359116        2380.146393        4216.618544       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_190"         "DRIFT"                       824.0285              0.345                  0        -3082.70344        2380.126874        4216.627775       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "MQNBR.412432"      "MONITOR"                     824.3135              0.285                  0       -3082.987881        2380.110749          4216.6354       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_191"         "DRIFT"                       824.5235               0.21                  0       -3083.197469        2380.098868        4216.641019       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "MQNBR.412433"      "MONITOR"                     824.8085              0.285                  0        -3083.48191        2380.082743        4216.648644       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_192"         "DRIFT"                       825.8135              1.005                  0        -3084.48494        2380.025882        4216.675533       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "MBXFB.412435"      "MONITOR"                     826.8135                  1                  0        -3085.48298        2379.969304        4216.702289       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_193"         "DRIFT"                       828.2955              1.482                  0       -3086.962075        2379.885455         4216.74194       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "PLASMA_MERGE_2"    "MARKER"                      828.2955                  0                  0       -3086.962075        2379.885455         4216.74194       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_194"         "DRIFT"                       839.3955               11.1                  0       -3098.040314         2379.25744        4217.038927       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "PLASMA.S_2"        "MARKER"                      839.3955                  0                  0       -3098.040314         2379.25744        4217.038927       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "DRIFT_195"         "DRIFT"                            840             0.6045                  0       -3098.643629        2379.223238        4217.055101       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
 "TT40TT41_ORIGINAL$END"  "MARKER"                           840                  0                  0       -3098.643629        2379.223238        4217.055101       -1.543994631     -0.05660821815      0.01742079401      0.01742079401          0          0                  0                  0 ""                 
